result_id,status,provider,model,example_id,output,score,weight,score_reason,input_tokens,output_tokens,latency_ms,ttft_ms,tps,num_llm_calls
43,completed,SambaNova,gpt-oss-120b,49,"PASS
4/4 sub-steps passed",1,1,,7668,3094,4491.283893585205,96.53818607330322,751.8229440913024,4
44,completed,SambaNova,gpt-oss-120b,51,"FAIL
1/4 sub-steps passed; failed steps: 51.2, 51.3, 51.4",0.25,1,,7087,3060,4487.332105636597,95.44122219085693,742.2603036438504,4
45,completed,SambaNova,gpt-oss-120b,70,"FAIL
6/8 sub-steps passed; failed steps: 70.7, 70.8 (screen: syntax error: invalid syntax)",0.75,1,,29358,7714,11380.765676498413,122.71630764007568,749.4335973921372,8
46,completed,Anthropic,claude-opus-4-8,10,"FAIL
2/11 sub-steps passed; failed steps: 10.1, 10.3, 10.4, 10.5, 10.6, 10.7, 10.8, 10.9, 10.11",0.18,1,,36474,4332,53476.40900104307,1323.5255420440808,125.86308820118423,11
47,completed,Anthropic,claude-opus-4-8,1,"PASS
1/1 sub-steps passed",1,1,,1581,362,3905.5067090084776,1045.8443340612575,126.58837042141428,1
48,completed,Anthropic,claude-opus-4-8,3,"PASS
1/1 sub-steps passed",1,1,,1152,460,4659.400000004098,1024.919250048697,126.56553484446016,1
49,completed,Anthropic,claude-opus-4-8,4,"PASS
1/1 sub-steps passed",1,1,,1134,232,2766.9491660781205,915.1632080320269,125.28445795365793,1
50,completed,Anthropic,claude-opus-4-8,6,"PASS
1/1 sub-steps passed",1,1,,1106,427,4588.247791980393,1046.2688750121742,120.55407725732415,1
51,completed,Anthropic,claude-opus-4-8,7,"PASS
1/1 sub-steps passed",1,1,,1127,378,3947.309499955736,837.712625041604,121.55916512825735,1
52,completed,Anthropic,claude-opus-4-8,19,"PASS
2/2 sub-steps passed",1,1,,1752,422,5318.390375003219,924.5594790554605,121.95154008510985,2
53,completed,Anthropic,claude-opus-4-8,78,"FAIL
2/3 sub-steps passed; failed steps: 78.3",0.67,1,,9368,1957,19193.770249839872,1153.194583952427,128.99997108961088,3
54,completed,Anthropic,claude-opus-4-8,29,"FAIL
2/3 sub-steps passed; failed steps: 29.3",0.67,1,,3922,522,7253.415625891648,1183.022917015478,124.48960060746121,3
55,completed,Anthropic,claude-opus-4-8,38,"FAIL
2/3 sub-steps passed; failed steps: 38.3",0.67,1,,7134,824,9190.9133750014,921.1422500666231,127.62877267172485,3
56,completed,Anthropic,claude-opus-4-8,44,"FAIL
2/3 sub-steps passed; failed steps: 44.3",0.67,1,,5393,1115,11723.05425000377,804.1007500141859,123.43914173616358,3
57,completed,Anthropic,claude-opus-4-8,47,"FAIL
3/4 sub-steps passed; failed steps: 47.4",0.75,1,,7220,1436,15015.288250986487,847.809667000547,125.28688156973163,4
58,completed,Anthropic,claude-opus-4-8,49,"PASS
4/4 sub-steps passed",1,1,,9733,1796,17667.088915710337,902.3354789824225,128.03210531247703,4
59,completed,Anthropic,claude-opus-4-8,51,"PASS
4/4 sub-steps passed",1,1,,10186,1796,18298.62937401049,1059.0100415283814,130.4742929998003,4
60,completed,Anthropic,claude-opus-4-8,70,"FAIL
6/8 sub-steps passed; failed steps: 70.7, 70.8",0.75,1,,38021,3855,40425.93383521307,1077.8335205977783,126.86987882021941,8
61,completed,OpenAI,gpt-5.5,10,"FAIL
2/11 sub-steps passed; failed steps: 10.1, 10.3, 10.4, 10.5, 10.6, 10.7, 10.8, 10.9, 10.11",0.18,1,,24967,10000,173779.31683207862,10026.736499974504,290.3550634872017,11
62,completed,OpenAI,gpt-5.5,1,"PASS
1/1 sub-steps passed",1,1,,994,585,11212.958000018261,8537.967375013977,218.69235522986668,1
63,completed,OpenAI,gpt-5.5,3,"PASS
1/1 sub-steps passed",1,1,,755,849,15354.724625009112,11529.744667001069,221.96194733583351,1
64,completed,OpenAI,gpt-5.5,4,"PASS
1/1 sub-steps passed",1,1,,730,1584,29525.248124962673,27085.65483300481,649.288553637882,1
65,completed,OpenAI,gpt-5.5,6,"PASS
1/1 sub-steps passed",1,1,,698,710,13522.51591696404,11324.46220901329,323.01303531929386,1
66,completed,OpenAI,gpt-5.5,7,"PASS
1/1 sub-steps passed",1,1,,719,779,14235.959290992469,11983.278500032611,345.8102022826197,1
67,completed,OpenAI,gpt-5.5,19,"PASS
2/2 sub-steps passed",1,1,,1207,3024,62359.55308296252,29020.531541493256,658.3571541423357,2
68,completed,OpenAI,gpt-5.5,78,"FAIL
2/3 sub-steps passed; failed steps: 78.3",0.67,1,,6266,5983,108020.9364569746,4604.77033292409,224.37526612415724,3
69,completed,OpenAI,gpt-5.5,29,"PASS
3/3 sub-steps passed",1,1,,2468,1207,23995.970416115597,6751.67216709815,411.16368654013263,3
70,completed,OpenAI,gpt-5.5,38,"PASS
3/3 sub-steps passed",1,1,,4738,2500,51972.516292124055,6289.260625024326,283.8711321988927,3
71,completed,OpenAI,gpt-5.5,44,"FAIL
2/3 sub-steps passed; failed steps: 44.3",0.67,1,,3476,1871,29740.219124942087,5960.895583033562,271.03113890139446,3
72,completed,OpenAI,gpt-5.5,47,"FAIL
3/4 sub-steps passed; failed steps: 47.4",0.75,1,,4601,2412,42940.79341599718,10073.188583017327,271.8148367874316,4
73,completed,OpenAI,gpt-5.5,49,"PASS
4/4 sub-steps passed",1,1,,7569,4794,95170.47949996777,14287.620083487127,187.32247641551226,4
74,completed,OpenAI,gpt-5.5,51,"PASS
4/4 sub-steps passed",1,1,,6557,2328,39587.26420707535,7067.807020503096,248.45345149879608,4
75,completed,OpenAI,gpt-5.5,70,"FAIL
7/8 sub-steps passed; failed steps: 70.8",0.88,1,,29687,11264,219368.2842059061,11238.88324998552,223.79566119325466,8
