result_id,status,provider,model,example_id,output,score,weight,score_reason,input_tokens,output_tokens,latency_ms,ttft_ms,tps,num_llm_calls
17,completed,SambaNova,MiniMax-M2.7,16,"FAIL
result mismatch (order_matters=False)
predicted: SELECT MAX(Capacity) AS Max_Capacity, AVG(Capacity) AS Avg_Capacity FROM stadium
gold: select max(capacity), average from stadium",0,1,,365,181,563.1415843963623,113.75808715820312,400.54875425166233,1
18,completed,SambaNova,MiniMax-M2.7,17,PASS,1,1,,364,169,523.2090950012207,117.67244338989258,414.2658852966353,1
19,completed,SambaNova,MiniMax-M2.7,18,PASS,1,1,,367,301,821.7177391052246,114.30859565734863,424.08272889690875,1
20,completed,SambaNova,MiniMax-M2.7,19,PASS,1,1,,368,250,698.3439922332764,113.62862586975098,425.84822346740475,1
21,completed,SambaNova,MiniMax-M2.7,20,PASS,1,1,,368,156,512.8881931304932,114.30859565734863,388.8809185985582,1
22,completed,SambaNova,MiniMax-M2.7,21,PASS,1,1,,366,220,650.8417129516602,116.99795722961426,410.2323903813268,1
23,completed,SambaNova,MiniMax-M2.7,22,"FAIL
result mismatch (order_matters=False)
predicted: SELECT s.Name, COUNT(c.concert_ID) AS NumberOfConcerts
FROM stadium s
LEFT JOIN concert c ON s.Stadium_ID = c.Stadium_ID
GROUP BY s.Stadium_ID, s.Name
gold: SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id",0,1,,366,304,833.5247039794922,114.23230171203613,421.24732451620537,1
24,completed,SambaNova,MiniMax-M2.7,23,"FAIL
result mismatch (order_matters=False)
predicted: SELECT s.Stadium_ID, s.Name, COUNT(c.concert_ID) AS concert_count
FROM stadium s
LEFT JOIN concert c ON s.Stadium_ID = c.Stadium_ID
GROUP BY s.Stadium_ID
gold: SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id",0,1,,363,410,1049.605369567871,116.99795722961426,438.5553820278405,1
25,completed,SambaNova,MiniMax-M2.7,24,PASS,1,1,,372,860,2045.6149578094482,114.36200141906738,444.7889631224274,1
26,completed,SambaNova,MiniMax-M2.7,25,PASS,1,1,,371,600,1442.0852661132812,115.18287658691406,451.4273278336704,1
27,completed,SambaNova,MiniMax-M2.7,26,PASS,1,1,,361,356,955.707311630249,115.18287658691406,422.35535958177974,1
28,completed,SambaNova,MiniMax-M2.7,27,PASS,1,1,,363,345,927.0434379577637,117.52963066101074,424.94642697786117,1
29,completed,SambaNova,MiniMax-M2.7,28,PASS,1,1,,361,501,1286.0870361328125,117.01607704162598,427.69003550365363,1
30,completed,SambaNova,MiniMax-M2.7,29,PASS,1,1,,364,501,1387.1893882751465,219.207763671875,428.08892663001876,1
31,completed,SambaNova,MiniMax-M2.7,30,PASS,1,1,,371,477,1193.3274269104004,114.7160530090332,441.30815928474294,1
32,completed,SambaNova,MiniMax-M2.7,31,PASS,1,1,,370,219,646.2113857269287,115.31352996826172,410.6251280455301,1
33,completed,SambaNova,MiniMax-M2.7,32,PASS,1,1,,371,334,867.6650524139404,115.31352996826172,442.6122498131095,1
34,completed,SambaNova,MiniMax-M2.7,33,PASS,1,1,,370,701,1730.7641506195068,114.3500804901123,433.0573538895048,1
35,completed,SambaNova,MiniMax-M2.7,34,PASS,1,1,,368,714,1735.7850074768066,118.12353134155273,440.75970808393384,1
36,completed,SambaNova,MiniMax-M2.7,35,"FAIL
result mismatch (order_matters=False)
predicted: SELECT s.Name, COUNT(sc.concert_ID) AS NumberOfConcerts
FROM singer s
LEFT JOIN singer_in_concert sc ON s.Singer_ID = sc.Singer_ID
GROUP BY s.Singer_ID, s.Name
gold: SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",0,1,,364,368,997.7676868438721,113.97242546081543,415.2545459744596,1
37,completed,SambaNova,MiniMax-M2.7,36,"FAIL
result mismatch (order_matters=False)
predicted: SELECT s.Name, COUNT(sc.concert_ID) AS NumberOfConcerts
FROM singer s
LEFT JOIN singer_in_concert sc ON s.Singer_ID = sc.Singer_ID
GROUP BY s.Singer_ID, s.Name
gold: SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",0,1,,368,525,1326.0507583618164,113.45243453979492,432.1299062565007,1
38,completed,SambaNova,MiniMax-M2.7,37,"FAIL
result mismatch (order_matters=False)
predicted: SELECT DISTINCT s.Name
FROM singer s
JOIN singer_in_concert sc ON s.Singer_ID = sc.Singer_ID
JOIN concert c ON sc.concert_ID = c.concert_ID
WHERE c.Year = '2014'
gold: SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014",0,1,,365,448,1130.7883262634277,113.97242546081543,439.6076021698378,1
39,completed,SambaNova,MiniMax-M2.7,38,"FAIL
result mismatch (order_matters=False)
predicted: SELECT DISTINCT s.Name
FROM singer s
JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID
JOIN concert c ON sic.concert_ID = c.concert_ID
WHERE c.Year = '2014'
gold: SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014",0,1,,370,420,1062.370777130127,117.87295341491699,443.6219856514345,1
40,completed,SambaNova,MiniMax-M2.7,39,PASS,1,1,,374,195,600.7289886474609,114.0444278717041,398.61548040638746,1
41,completed,SambaNova,MiniMax-M2.7,40,PASS,1,1,,378,269,744.0180778503418,114.50529098510742,425.7260624276616,1
42,completed,SambaNova,MiniMax-M2.7,41,PASS,1,1,,378,663,1617.0680522918701,114.0444278717041,440.44550547592706,1
43,completed,SambaNova,MiniMax-M2.7,42,PASS,1,1,,377,595,1461.5254402160645,113.7852668762207,440.7377710853604,1
44,completed,SambaNova,MiniMax-M2.7,43,PASS,1,1,,367,499,1344.1247940063477,220.65472602844238,443.26948638367634,1
45,completed,SambaNova,MiniMax-M2.7,44,PASS,1,1,,369,443,1146.7387676239014,113.71636390686035,427.87068161308713,1
46,completed,SambaNova,MiniMax-M2.7,45,PASS,1,1,,273,110,386.57307624816895,115.83900451660156,402.6090964571072,1
47,completed,SambaNova,MiniMax-M2.7,46,PASS,1,1,,271,139,431.0650825500488,114.72535133361816,436.23985981572554,1
48,completed,SambaNova,MiniMax-M2.7,47,PASS,1,1,,268,272,742.098331451416,112.66660690307617,430.54709419748576,1
49,completed,SambaNova,MiniMax-M2.7,48,PASS,1,1,,268,325,881.7405700683594,117.30289459228516,423.8409623102632,1
50,completed,SambaNova,MiniMax-M2.7,49,PASS,1,1,,278,203,650.6321430206299,115.23103713989258,377.28722967000425,1
51,completed,SambaNova,MiniMax-M2.7,50,PASS,1,1,,272,243,697.5579261779785,112.92314529418945,413.93363500230004,1
52,completed,SambaNova,MiniMax-M2.7,51,PASS,1,1,,274,351,916.1880016326904,115.23103713989258,436.9772853172403,1
53,completed,SambaNova,MiniMax-M2.7,52,PASS,1,1,,276,344,1027.2481441497803,217.8335189819336,423.7630373047346,1
54,completed,SambaNova,MiniMax-M2.7,53,PASS,1,1,,277,440,1149.8908996582031,177.5202751159668,451.4739430828326,1
55,completed,SambaNova,MiniMax-M2.7,54,PASS,1,1,,270,467,1192.5716400146484,113.95573616027832,432.03516500616814,1
56,completed,SambaNova,MiniMax-M2.7,55,PASS,1,1,,269,76,301.6989231109619,120.6357479095459,414.2200638896863,1
57,completed,SambaNova,MiniMax-M2.7,56,PASS,1,1,,269,216,708.1589698791504,177.5202751159668,405.172110744678,1
58,completed,SambaNova,MiniMax-M2.7,57,PASS,1,1,,273,511,1280.9898853302002,112.65182495117188,436.51749206436665,1
59,completed,SambaNova,MiniMax-M2.7,58,PASS,1,1,,278,338,879.6052932739258,114.88127708435059,440.6818575924751,1
60,completed,SambaNova,MiniMax-M2.7,59,PASS,1,1,,274,685,1980.1692962646484,405.8041572570801,434.4608395173007,1
61,completed,SambaNova,MiniMax-M2.7,60,PASS,1,1,,276,908,2184.4096183776855,116.33586883544922,438.5723672575809,1
62,completed,SambaNova,MiniMax-M2.7,61,PASS,1,1,,275,490,1241.4381504058838,117.53106117248535,435.08934562690604,1
63,completed,SambaNova,MiniMax-M2.7,62,"FAIL
model returned no SQL query",0,1,,846,97458,240905.51328659058,118.03317070007324,403.46169296492235,3
64,completed,SambaNova,MiniMax-M2.7,63,PASS,1,1,,273,656,1616.330623626709,113.6925220489502,435.90003428786673,1
65,completed,SambaNova,MiniMax-M2.7,64,PASS,1,1,,275,409,1061.5129470825195,116.49560928344727,431.7381106998781,1
66,completed,SambaNova,MiniMax-M2.7,65,"FAIL
result mismatch (order_matters=False)
predicted: SELECT DISTINCT s.Fname, s.Age
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
JOIN Pets p ON hp.PetID = p.PetID
WHERE p.PetType = 'dog'
AND s.StuID NOT IN (
    SELECT hp2.StuID
    FROM Has_Pet hp2
    JOIN Pets p2 ON hp2.PetID = p2.PetID
    WHERE p2.PetType = 'cat'
)
gold: SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",0,1,,282,1070,2641.8495178222656,216.32719039916992,440.72981226098153,1
67,completed,SambaNova,MiniMax-M2.7,66,"FAIL
result mismatch (order_matters=False)
predicted: SELECT DISTINCT s.Fname
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
JOIN Pets p ON hp.PetID = p.PetID
WHERE p.PetType = 'dog'
  AND s.StuID NOT IN (
      SELECT s2.StuID
      FROM Student s2
      JOIN Has_Pet hp2 ON s2.StuID = hp2.StuID
      JOIN Pets p2 ON hp2.PetID = p2.PetID
      WHERE p2.PetType = 'cat'
  )
gold: SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",0,1,,279,901,2143.955945968628,112.71500587463379,443.078899324643,1
68,completed,SambaNova,MiniMax-M2.7,67,PASS,1,1,,270,257,701.5571594238281,116.95528030395508,437.90485310346907,1
69,completed,SambaNova,MiniMax-M2.7,68,PASS,1,1,,276,223,687.4949932098389,112.71500587463379,386.23474179961687,1
70,completed,SambaNova,MiniMax-M2.7,69,PASS,1,1,,276,113,435.2128505706787,125.31399726867676,361.40824274317015,1
71,completed,SambaNova,MiniMax-M2.7,70,PASS,1,1,,276,130,429.4896125793457,113.88444900512695,408.73855972151716,1
72,completed,SambaNova,MiniMax-M2.7,71,PASS,1,1,,272,238,656.8045616149902,125.31399726867676,445.91572437694936,1
73,completed,SambaNova,MiniMax-M2.7,72,PASS,1,1,,272,196,572.885274887085,121.73199653625488,432.2256079193605,1
74,completed,SambaNova,MiniMax-M2.7,73,PASS,1,1,,269,184,567.7483081817627,117.12265014648438,406.1020422092197,1
75,completed,SambaNova,MiniMax-M2.7,74,PASS,1,1,,271,157,474.42173957824707,113.87443542480469,432.6755413309351,1
76,completed,SambaNova,MiniMax-M2.7,75,"FAIL
result mismatch (order_matters=False)
predicted: SELECT Student.Fname, Student.Age
FROM Student
INNER JOIN Has_Pet ON Student.StuID = Has_Pet.StuID
gold: SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid",0,1,,273,279,743.9899444580078,114.09974098205566,441.3467592699486,1
77,completed,SambaNova,MiniMax-M2.7,76,PASS,1,1,,276,509,1288.0432605743408,118.06750297546387,434.1970307509281,1
78,completed,SambaNova,MiniMax-M2.7,77,PASS,1,1,,277,455,1148.0484008789062,114.67313766479492,439.3370115982087,1
79,completed,SambaNova,MiniMax-M2.7,78,PASS,1,1,,279,378,970.261812210083,115.15140533447266,440.8787414685748,1
80,completed,SambaNova,MiniMax-M2.7,79,PASS,1,1,,276,656,1600.5053520202637,116.08195304870605,441.24877070369473,1
81,completed,SambaNova,MiniMax-M2.7,80,PASS,1,1,,281,644,1615.673303604126,113.67249488830566,428.0956416726245,1
82,completed,SambaNova,MiniMax-M2.7,81,PASS,1,1,,275,803,1925.1270294189453,113.67249488830566,442.73813375492955,1
83,completed,SambaNova,MiniMax-M2.7,82,PASS,1,1,,279,437,1107.4199676513672,117.16747283935547,440.2917460791348,1
84,completed,SambaNova,MiniMax-M2.7,83,PASS,1,1,,277,298,792.682409286499,117.04206466674805,439.58298577796,1
85,completed,SambaNova,MiniMax-M2.7,84,PASS,1,1,,279,513,1287.4727249145508,117.79618263244629,437.7278516683418,1
86,completed,SambaNova,MiniMax-M2.7,85,PASS,1,1,,273,256,701.0340690612793,115.13328552246094,435.22727254230614,1
87,completed,SambaNova,MiniMax-M2.7,86,PASS,1,1,,275,302,834.6471786499023,115.01526832580566,418.2693897835079,1
88,completed,SambaNova,MiniMax-M2.7,87,PASS,1,1,,416,124,434.6480369567871,118.62492561340332,389.2120404648219,1
89,completed,SambaNova,MiniMax-M2.7,88,PASS,1,1,,417,95,379.164457321167,113.52181434631348,353.8588494201148,1
90,completed,SambaNova,MiniMax-M2.7,89,PASS,1,1,,431,384,997.9841709136963,113.52181434631348,433.0314310791373,1
91,completed,SambaNova,MiniMax-M2.7,90,"FAIL
predicted query error: OperationalError: ambiguous column name: Continent
query:
SELECT
  ""ContId"",
  ""Continent"",
  COUNT(""CountryId"") AS ""num_countries""
FROM ""continents""
LEFT JOIN ""countries"" ON ""continents"".""ContId"" = ""countries"".""Continent""
GROUP BY ""ContId"", ""Continent""",0,1,,427,372,971.5380668640137,117.1119213104248,434.20955916514754,1
92,completed,SambaNova,MiniMax-M2.7,91,PASS,1,1,,416,170,521.5528011322021,116.2567138671875,416.9791056716874,1
93,completed,SambaNova,MiniMax-M2.7,92,PASS,1,1,,415,172,520.6129550933838,115.5538558959961,422.16061887964327,1
94,completed,SambaNova,MiniMax-M2.7,93,PASS,1,1,,429,512,1284.1219902038574,114.94040489196777,437.05785860772534,1
95,completed,SambaNova,MiniMax-M2.7,94,PASS,1,1,,431,578,1420.6702709197998,116.89615249633789,442.5613239643956,1
96,completed,SambaNova,MiniMax-M2.7,95,"FAIL
model returned no SQL query",0,1,,1260,97044,241069.70524787903,116.24383926391602,402.9920458548731,3
97,completed,SambaNova,MiniMax-M2.7,96,"FAIL
result mismatch (order_matters=True)
predicted: SELECT cn.Model
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cd.Horsepower NOT LIKE '%[^0-9]%' AND cd.Horsepower != ''
ORDER BY CAST(cd.Horsepower AS integer) ASC
LIMIT 1
gold: SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;",0,1,,424,1009,2412.9638671875,119.0485954284668,439.42337906274963,1
98,completed,SambaNova,MiniMax-M2.7,97,PASS,1,1,,424,377,972.8078842163086,118.26181411743164,439.9996830557002,1
99,completed,SambaNova,MiniMax-M2.7,98,PASS,1,1,,425,402,1042.043685913086,113.5563850402832,431.88528224677856,1
100,completed,SambaNova,MiniMax-M2.7,99,"FAIL
result mismatch (order_matters=False)
predicted: SELECT DISTINCT cm.FullName
FROM car_makers cm
JOIN model_list ml ON ml.Maker = cm.Id
JOIN car_names cn ON cn.Model = ml.Model
JOIN cars_data cd ON cd.Id = cn.MakeId
WHERE cd.Year = 1970
gold: SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';",0,1,,428,895,2244.3766593933105,221.9388484954834,442.04078621489174,1
101,completed,SambaNova,MiniMax-M2.7,100,"FAIL
result mismatch (order_matters=False)
predicted: SELECT DISTINCT cm.FullName
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
JOIN model_list ml ON cn.Model = ml.Model
JOIN car_makers cm ON ml.Maker = cm.Id
WHERE cd.Year = 1970
gold: SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';",0,1,,428,1099,2690.157651901245,219.18559074401855,444.3595365808286,1
102,completed,SambaNova,MiniMax-M2.7,101,PASS,1,1,,427,472,1195.615530014038,117.3255443572998,436.80272122079936,1
103,completed,SambaNova,MiniMax-M2.7,102,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cm.FullName AS Maker, cd.Year
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
JOIN model_list ml ON cn.Model = ml.Model
JOIN car_makers cm ON ml.Maker = cm.Id
ORDER BY cd.Year ASC
LIMIT 1
gold: SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);",0,1,,428,1679,3989.3431663513184,218.68896484375,445.0156154147226,1
104,completed,SambaNova,MiniMax-M2.7,103,PASS,1,1,,422,737,1779.78515625,117.52605438232422,442.77092492563133,1
105,completed,SambaNova,MiniMax-M2.7,104,PASS,1,1,,424,1038,2454.3192386627197,117.10596084594727,443.69078758985916,1
106,completed,SambaNova,MiniMax-M2.7,105,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cont.Continent, COUNT(cm.Id) AS maker_count
FROM continents cont
LEFT JOIN countries co ON co.Continent = cont.ContId
LEFT JOIN car_makers cm ON cm.Country = co.CountryId
GROUP BY cont.ContId, cont.Continent
gold: SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",0,1,,428,653,1599.9443531036377,116.11104011535645,439.40245463753735,1
107,completed,SambaNova,MiniMax-M2.7,106,"FAIL
result mismatch (order_matters=False)
predicted: SELECT c.""Continent"",
       COUNT(cm.""Id"") AS ""maker_count""
FROM ""continents"" c
LEFT JOIN ""countries"" co ON co.""Continent"" = c.""ContId""
LEFT JOIN ""car_makers"" cm ON cm.""Country"" = co.""CountryId""
GROUP BY c.""ContId"", c.""Continent""
gold: SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",0,1,,428,579,1421.2071895599365,117.15197563171387,443.232766394057,1
108,completed,SambaNova,MiniMax-M2.7,107,PASS,1,1,,425,403,1128.6981105804443,184.20696258544922,425.6260112690121,1
109,completed,SambaNova,MiniMax-M2.7,108,PASS,1,1,,423,445,1442.1441555023193,406.8336486816406,428.8568473659885,1
110,completed,SambaNova,MiniMax-M2.7,109,PASS,1,1,,430,452,1155.3869247436523,119.56334114074707,435.40232829154814,1
111,completed,SambaNova,MiniMax-M2.7,110,PASS,1,1,,435,547,1476.3128757476807,217.96274185180664,433.90149155829505,1
112,completed,SambaNova,MiniMax-M2.7,111,PASS,1,1,,428,538,1431.9932460784912,218.69182586669922,442.59405870163914,1
113,completed,SambaNova,MiniMax-M2.7,112,PASS,1,1,,428,923,2235.5282306671143,122.66921997070312,436.37554391104555,1
114,completed,SambaNova,MiniMax-M2.7,113,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS ""Number of Car Makers in France""
FROM car_makers
JOIN countries ON car_makers.Country = countries.CountryId
WHERE countries.CountryName = 'France'
gold: SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';",0,1,,419,450,1151.4737606048584,116.77360534667969,433.94214035656097,1
115,completed,SambaNova,MiniMax-M2.7,114,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) FROM car_makers
WHERE Country = (SELECT CountryId FROM countries WHERE CountryName = 'France')
gold: SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';",0,1,,421,693,1692.762851715088,119.80414390563965,439.935261214645,1
116,completed,SambaNova,MiniMax-M2.7,115,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS model_count
FROM model_list
JOIN car_makers ON model_list.Maker = car_makers.Id
JOIN countries ON car_makers.Country = countries.CountryId
WHERE countries.CountryName = 'USA'
gold: SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';",0,1,,420,1613,3757.1098804473877,117.9964542388916,442.9650332937008,1
117,completed,SambaNova,MiniMax-M2.7,116,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) 
FROM model_list 
INNER JOIN car_makers ON model_list.Maker = car_makers.Id 
INNER JOIN countries ON car_makers.Country = countries.CountryId 
WHERE countries.CountryName = 'United States'
gold: SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';",0,1,,424,948,2376.9681453704834,219.41518783569336,438.9231776178684,1
118,completed,SambaNova,MiniMax-M2.7,117,PASS,1,1,,428,488,1244.2386150360107,119.85397338867188,433.1258022935061,1
119,completed,SambaNova,MiniMax-M2.7,118,PASS,1,1,,426,374,1055.917739868164,200.88505744934082,436.2406346209025,1
120,completed,SambaNova,MiniMax-M2.7,119,PASS,1,1,,428,509,1288.1848812103271,118.89863014221191,434.4530687297093,1
121,completed,SambaNova,MiniMax-M2.7,120,PASS,1,1,,428,602,1512.2404098510742,117.54441261291504,430.91827981877606,1
122,completed,SambaNova,MiniMax-M2.7,121,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cm.Maker, ml.Model
FROM car_makers cm
JOIN model_list ml ON cm.Id = ml.Maker
gold: SELECT Maker ,  Model FROM MODEL_LIST;",0,1,,418,2135,4922.406911849976,117.91729927062988,444.16788713886666,1
123,completed,SambaNova,MiniMax-M2.7,122,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cm.Maker, ml.Model
FROM car_makers cm
JOIN model_list ml ON cm.Id = ml.Maker
gold: SELECT Maker ,  Model FROM MODEL_LIST;",0,1,,417,478,1198.8279819488525,119.72188949584961,442.0325335349492,1
124,completed,SambaNova,MiniMax-M2.7,123,PASS,1,1,,426,299,794.788122177124,119.61603164672852,441.3689549369552,1
125,completed,SambaNova,MiniMax-M2.7,124,PASS,1,1,,426,529,1332.4832916259766,118.86811256408691,435.06377401124615,1
126,completed,SambaNova,MiniMax-M2.7,125,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) FROM cars_data WHERE CAST(Horsepower AS INTEGER) > 150
gold: SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;",0,1,,424,342,927.1414279937744,117.62833595275879,421.2408710280902,1
127,completed,SambaNova,MiniMax-M2.7,126,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) FROM cars_data WHERE CAST(""Horsepower"" AS numeric) > 150
gold: SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;",0,1,,424,226,658.0660343170166,117.52629280090332,416.25061529965757,1
128,completed,SambaNova,MiniMax-M2.7,127,PASS,1,1,,420,652,1600.9323596954346,117.54369735717773,438.86003481638625,1
129,completed,SambaNova,MiniMax-M2.7,128,PASS,1,1,,421,342,935.6317520141602,126.23262405395508,421.30018209849817,1
130,completed,SambaNova,MiniMax-M2.7,129,PASS,1,1,,422,1126,2745.384454727173,185.2409839630127,439.4284979912498,1
131,completed,SambaNova,MiniMax-M2.7,130,"FAIL
result mismatch (order_matters=False)
predicted: SELECT c.CountryName
FROM continents co
JOIN countries c ON c.Continent = co.ContId
JOIN car_makers cm ON cm.Country = c.CountryId
WHERE co.Continent = 'Europe'
GROUP BY c.CountryId, c.CountryName
HAVING COUNT(cm.Id) >= 3
gold: SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;",0,1,,425,1080,2646.7349529266357,219.62666511535645,444.5619527643828,1
