result_id,status,provider,model,example_id,output,score,weight,score_reason,input_tokens,output_tokens,latency_ms,ttft_ms,tps,num_llm_calls
35,completed,SambaNova,gemma-4-31B-it,6,"PASS
1/1 sub-steps passed",1,1,,743,433,2987.4727725982666,814.6719932556152,198.82172544631322,1
36,completed,SambaNova,gemma-4-31B-it,7,"PASS
1/1 sub-steps passed",1,1,,760,445,3038.6385917663574,815.488338470459,199.7165955570274,1
37,completed,SambaNova,gemma-4-31B-it,19,"PASS
2/2 sub-steps passed",1,1,,1203,470,3993.2615756988525,810.3412389755249,197.74699470907694,2
38,completed,SambaNova,gemma-4-31B-it,78,"FAIL
2/3 sub-steps passed; failed steps: 78.3",0.67,1,,7192,2132,13164.11828994751,817.2426223754883,199.22570007112142,3
39,completed,SambaNova,gemma-4-31B-it,29,"PASS
3/3 sub-steps passed",1,1,,2576,506,5056.371212005615,817.3186779022217,198.15494481175824,3
40,completed,SambaNova,gemma-4-31B-it,38,"PASS
3/3 sub-steps passed",1,1,,4802,940,7125.442266464233,811.9227886199951,200.25071951374744,3
41,completed,SambaNova,gemma-4-31B-it,44,"FAIL
2/3 sub-steps passed; failed steps: 44.3",0.67,1,,4405,1559,10180.400848388672,813.0900859832764,200.3777393159124,3
42,completed,SambaNova,gemma-4-31B-it,47,"FAIL
3/4 sub-steps passed; failed steps: 47.4",0.75,1,,5046,1377,10121.50502204895,813.9504194259644,200.58304282500382,4
43,completed,SambaNova,gemma-4-31B-it,49,"PASS
4/4 sub-steps passed",1,1,,7672,1657,11548.346757888794,812.8244876861572,199.0613084056675,4
44,completed,SambaNova,gemma-4-31B-it,51,"FAIL
1/4 sub-steps passed; failed steps: 51.2, 51.3, 51.4",0.25,1,,8008,1836,12395.742654800415,819.0394639968872,201.00491540292603,4
45,completed,SambaNova,gemma-4-31B-it,70,"FAIL
6/8 sub-steps passed; failed steps: 70.7, 70.8",0.75,1,,33207,4919,31211.802005767822,820.3622102737427,199.90705176686168,8
